id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
7426,385 7th Trl,pending,214883,3,3,1268,33.554142373340596,-112.01157551926948
7427,533 Post Way,active,225029,3,3,2648,33.39181014442605,-112.24565251858361
7428,120 Bush Trl,pending,266369,3,3,3552,33.41480986196567,-111.95478210400951
7429,706 8th Rd,pending,275215,3,1,2352,33.5268307878323,-112.18805615130012
7430,117 3rd Vis,sold,230953,3,2,1381,33.47049573547409,-111.97599481391073
7431,12 8th Trl,sold,271323,2,1,3102,33.36112650358655,-111.92637808757482
7432,242 8th Cir,pending,121571,5,1,1936,33.531448636694634,-112.2186655679005
7433,303 Euclid Rd,pending,260044,4,2,1597,33.52396423328994,-112.31754111920617
7434,603 Geary Blvd,sold,226590,2,1,3947,33.51881295917184,-112.29481299883741
7435,229 7th Cir,active,247460,2,2,3303,33.464439016554365,-111.93472716885864
7436,573 Walnut Way,sold,126571,2,1,2457,33.46988249037125,-112.34974981630877
7437,53 Indiana Rd,active,190455,3,3,1345,33.401429792671664,-112.07954405190755
7438,79 Geary Trl,sold,153387,5,2,1840,33.54125245309381,-112.3293081279156
7439,90 Euclid Pl,sold,150866,4,2,2929,33.48121108487269,-111.89271213242924
7440,466 7th Vis,pending,210467,3,2,2485,33.54893793642005,-112.35434967324123
7441,351 2nd St,sold,258412,5,2,2763,33.38196753370855,-112.05893719615455
7442,681 Walnut Trl,sold,179819,3,1,3960,33.43035278521688,-112.00125641443243
7443,458 Indiana Cir,pending,203341,2,1,2172,33.43134021137509,-112.24104221748209
7444,623 Wall Way,sold,152313,5,1,2544,33.42716383342923,-111.90711563147039
7445,130 Franklin Way,active,162680,3,2,2704,33.4006850129287,-112.29928191915377
7446,776 3rd Wl,active,232213,3,3,1150,33.40898274038881,-112.0675441895801
7447,697 3rd Ave,pending,264163,3,2,2970,33.587298708200514,-112.3600280130797
7448,798 5th Blvd,active,108573,2,1,2562,33.465905096747484,-112.12495046390042
7449,738 Blake Wl,pending,282379,4,1,3949,33.54356072417172,-111.98819066441925
7450,793 Mission Cir,sold,134157,3,1,2683,33.370692351809865,-111.89743519078543
7451,215 Page Vis,active,295984,3,2,2580,33.56625238526421,-112.20844885352344
7452,573 7th Way,active,184985,5,2,3622,33.50123082865031,-112.079087648237
7453,16 Bush Cir,sold,142185,2,1,3567,33.391920240985876,-111.93094272863912
7454,616 Walnut Way,active,124996,4,2,1509,33.50327064393328,-111.875670187935
7455,332 2nd Cir,pending,115661,3,1,1141,33.405329698444824,-112.01230413693324
7456,655 Blake Dv,active,113464,5,1,1599,33.4561947423182,-112.35948201693589
7457,117 9th St,active,264510,4,2,3822,33.46910995846515,-112.0506292329075
7458,487 Indiana Trl,pending,262475,3,3,1172,33.456757415564134,-112.23812889092638
7459,590 7th St,active,151045,5,1,2121,33.56241907569334,-112.05127783767402
7460,660 6th Trl,active,266775,3,1,3934,33.489596638341844,-111.89594348216364
7461,116 Blake Pl,pending,118314,5,2,3143,33.454582436979784,-112.05429359016975
7462,185 5th Trl,pending,123972,5,1,2870,33.57356851425452,-111.9264882328085
7463,184 Geary Dv,sold,299670,4,1,3522,33.43808972866258,-111.97078944607256
7464,721 Turk St,active,250379,2,2,1725,33.566707726707484,-112.05585366826966
7465,642 Blake Rd,sold,241899,2,3,3958,33.43792487802067,-112.31037898083484
7466,728 Post Way,sold,248199,2,3,1174,33.585065992638405,-112.0591330223969
7467,157 California Dv,pending,230954,3,2,1997,33.43514786069791,-112.31556697935925
7468,52 Turk Pl,sold,161627,4,3,2454,33.56769306012746,-111.9113410969276
7469,497 3rd Cir,sold,198257,2,2,3571,33.524911451430754,-112.26171727529075
7470,431 California Trl,pending,110210,2,1,3654,33.36364480230714,-112.02132539268446
7471,69 7th Pl,active,108484,4,1,2822,33.521313690050015,-111.99515583092706
7472,583 Franklin Blvd,sold,210201,5,2,3995,33.49579987157098,-112.15740930650293
7473,170 Indiana Ave,active,280653,5,3,1205,33.47441872009098,-112.24161625387923
7474,531 Blake Way,active,177156,5,2,3621,33.44998266901292,-112.17561765146641
7475,144 4th Way,sold,264232,5,2,2192,33.577008310403926,-112.09373804680686
7476,108 California Blvd,sold,165510,3,2,2079,33.38618828192674,-111.99013517948885
7477,674 Bush Way,pending,133830,2,2,3204,33.57723958032784,-112.35376088574628
7478,107 6th Vis,pending,237084,5,3,1935,33.4446809907464,-112.05110160226398
7479,172 Post Vis,active,148508,5,3,1622,33.39653549112853,-112.28551735135494
7480,440 Texas Blvd,active,208513,3,1,3590,33.411391261756535,-111.9784156961925
7481,675 Bush Dv,pending,207530,2,2,3770,33.41686304037038,-112.14874737840194
7482,203 Geary Dv,active,271803,2,1,1552,33.57498386723467,-112.29458124275972
7483,768 Blake Rd,sold,162902,5,3,3057,33.452391496546305,-111.98487797259534
7484,704 Mission Blvd,pending,283672,5,3,1167,33.502176913949484,-112.14572883555245
7485,195 Page Pl,sold,126491,5,3,3244,33.486642087049134,-111.8844939853437
7486,580 5th Rd,sold,272227,4,2,2956,33.3723156900186,-111.91437897274491
7487,744 Wall Way,active,191446,3,2,2728,33.55523528698651,-112.00172702588752
7488,209 Texas Pl,active,220072,4,2,1024,33.55416569251972,-112.31731300714237
7489,706 Pine Way,active,203038,3,2,1215,33.46905047092415,-112.23829591950694
7490,515 Bush Way,pending,147820,4,3,2523,33.54136158263479,-112.10496940772781
7491,247 8th Vis,sold,144002,5,3,1843,33.395229699883814,-111.90290394806857
7492,96 5th Trl,pending,189087,3,2,2765,33.52574700016369,-112.02432889311214
7493,345 Turk Pl,active,251372,4,2,1798,33.585398118947445,-111.97692795571683
7494,187 Walnut Cir,pending,254209,3,1,1287,33.520676801099626,-111.87219572214444
7495,374 Euclid Blvd,sold,183540,2,1,3132,33.57443166418763,-112.26391714467297
7496,532 Blake St,active,229650,2,2,1305,33.52498737456685,-112.27672624013942
7497,526 Geary Way,active,141410,2,3,2930,33.37557328354163,-111.88878564349551
7498,632 1st Vis,pending,189956,3,1,1991,33.498137256834475,-112.29635851792743
7499,492 6th St,active,110495,3,1,2548,33.40491519805869,-112.12701930938178
7500,134 Geary St,sold,166359,2,2,1981,33.4449469510454,-112.21949313644915
7501,634 1st Pl,sold,107706,5,3,2408,33.38186057279366,-111.97328478628474
7502,395 Blake Ave,sold,207446,5,2,2623,33.37130758010862,-111.9640932116819
7503,680 Euclid Rd,active,167603,3,1,1345,33.36810568421657,-112.3465740547719
7504,488 Sutter Blvd,active,124317,3,2,1502,33.53650311305761,-112.02353720342404
7505,751 1st Trl,sold,244965,5,2,3432,33.46920011063469,-112.13788988854743
7506,483 1st Pl,pending,130625,3,3,1502,33.56639656225074,-112.24976628342516
7507,669 Mission Rd,sold,261019,3,1,3494,33.5511515333925,-112.04874032572367
7508,629 7th Vis,pending,253800,4,3,2072,33.48223906552988,-112.202801185704
7509,222 3rd Dv,active,285758,2,3,3772,33.539025560941205,-112.1810906196036
7510,679 Geary Vis,sold,151020,4,3,1689,33.496740504622665,-111.97216687019919
7511,665 Euclid Blvd,pending,215431,2,1,1196,33.486414993053685,-111.98387061646656
7512,309 Sutter Ave,sold,187574,5,2,3298,33.44689270102325,-112.079145968665
7513,333 Post St,sold,193418,3,2,2074,33.378748025324334,-112.06869530273012
7514,311 Bush Cir,active,160725,2,1,2304,33.38079697869462,-112.2127379655305
7515,616 Geary Wl,sold,285907,2,2,2175,33.45331142228642,-111.980043369264
7516,220 Geary St,active,231729,5,2,2695,33.431923110099845,-112.29470064803913
7517,654 Walnut Trl,sold,254252,2,3,3468,33.496659841131134,-112.3002172112859
7518,795 4th Trl,pending,287604,5,1,3770,33.49357202186719,-111.98562816658779
7519,721 Post Pl,active,271283,2,3,3712,33.473310079162566,-112.28246461458419
7520,451 Pine Wl,active,131037,3,1,1519,33.43024059046804,-111.95079101786935
7521,737 Mission Dv,active,258019,5,2,3111,33.484783463135,-111.99018586306062
7522,387 Geary Pl,sold,234282,5,3,2235,33.57497784057719,-112.02071998438983
7523,475 8th Dv,pending,120475,5,3,3826,33.48667562981268,-112.0106951790574
7524,240 3rd St,pending,288464,4,3,1508,33.4077630060817,-112.05872545775999
7525,597 7th St,sold,209732,3,3,3843,33.39529026192644,-111.92726779440049
7526,138 8th Ave,sold,217633,4,1,3847,33.4372776482511,-112.31321784967037
7527,33 Wall St,pending,123899,2,1,2128,33.500437711299746,-111.92757838835293
7528,159 6th Ave,sold,228377,5,2,1073,33.51365421670076,-112.08064574188502
7529,572 Turk Pl,active,272701,5,2,3204,33.47908553679589,-112.01269176639146
7530,390 Wall Ave,sold,212520,2,2,1489,33.52365900130676,-112.00724982182308
7531,309 Sutter Cir,pending,265823,3,3,1795,33.40237796572193,-112.17081227646959
7532,347 Blake Blvd,pending,224054,5,2,2012,33.55050788611538,-112.16204080436904
7533,555 Geary St,active,242652,3,1,3306,33.58797123855194,-112.02917219928587
7534,728 6th Pl,pending,222703,2,2,1594,33.49989071027288,-112.17816308643337
7535,457 Wall Wl,active,255373,3,3,3222,33.475665384172366,-112.24598927253209
7536,527 Page Blvd,sold,219093,4,3,3515,33.429710183293295,-112.36127792174662
7537,356 California Cir,active,119467,5,2,3260,33.549173700164374,-111.99778654274357
7538,105 Blake St,sold,122196,5,3,1946,33.38236007326282,-111.88098289123802
7539,484 7th Dv,active,185297,2,2,1720,33.57809606653638,-112.28306315618349
7540,204 6th Wl,active,213926,3,1,1414,33.59015646140456,-112.24729906862649
7541,542 Indiana Trl,active,111220,4,1,3777,33.411403279622995,-111.87629609855344
7542,262 4th Ave,sold,174273,4,1,2979,33.51392789994133,-112.10206244302323
7543,167 Blake Wl,sold,275614,2,1,2601,33.54980792254306,-111.95812166224877
7544,213 Euclid Way,active,107503,3,3,2601,33.59219623630487,-112.15149292290404
7545,473 9th Pl,sold,127735,2,1,2857,33.37262749919168,-111.88565068833981
7546,764 Texas Wl,active,174066,3,2,2602,33.558470651391644,-112.2194572368537
7547,42 Post Cir,pending,208174,4,1,3683,33.46821950961991,-112.28541176079034
7548,525 Page Vis,pending,153387,2,1,1866,33.48456207472677,-112.23459787863985
7549,565 9th Cir,sold,207444,2,1,2251,33.403897890563236,-112.32645589138559
7550,444 Blake Trl,active,227352,4,3,1793,33.465657631455336,-112.00184879842753
7551,135 Euclid Rd,sold,225720,4,1,1557,33.52385911068152,-112.33928667815665
7552,790 Sutter Trl,sold,170237,4,1,1204,33.37473577796309,-112.10685704541561
7553,334 6th Rd,sold,151285,3,1,1241,33.479625946005925,-112.31844234476918
7554,775 Mission Dv,pending,133863,5,2,2529,33.438336054069524,-112.0622807951137
7555,76 Blake Ave,sold,256084,3,1,3039,33.41289711078376,-112.21045815824604
7556,612 8th Trl,active,183743,5,3,1913,33.50966046786249,-112.14552061447266
7557,250 5th Cir,sold,209869,4,3,2081,33.4801967969343,-112.35489767173554
7558,93 Wall Pl,sold,253140,2,1,2245,33.46915402644065,-112.24967081150396
7559,450 Bush Vis,sold,292975,4,2,1506,33.433239413838955,-112.00966038162474
7560,762 1st Blvd,pending,225168,2,1,1796,33.46316312677792,-112.21857344011278
7561,747 1st St,sold,116861,5,3,1086,33.376685651488955,-112.24583055033766
7562,641 3rd Rd,pending,184615,3,2,1894,33.586836903091644,-112.03517854639443
7563,163 8th Rd,sold,238776,3,2,1836,33.40825623827644,-111.96322913446545
7564,636 Mission Way,active,155155,2,3,2781,33.40505483810448,-112.32440680958435
7565,713 Indiana Ave,sold,176817,4,2,1290,33.57657338556794,-112.33088186952102
7566,312 Franklin Dv,pending,210355,4,2,1676,33.490199745946896,-112.26364523319516
7567,682 Sutter Cir,pending,188280,3,2,3166,33.529395654668974,-111.9973628747516
7568,346 7th Way,pending,231476,3,3,3183,33.482766292871254,-112.10131068290039
7569,534 Pine Vis,active,239895,4,1,1652,33.56359652098287,-112.28982442977231
7570,360 Franklin Trl,pending,149080,3,1,2246,33.55657201283566,-111.92978804152969
7571,544 California Rd,active,298491,3,3,3374,33.399003660130354,-112.282704297914
7572,150 4th Trl,sold,195800,5,3,1911,33.5598087938555,-112.24867693066336
7573,525 Franklin Way,active,295751,4,3,2205,33.39136808158611,-112.24813395840908
7574,373 Turk Trl,sold,162151,4,1,2390,33.47464269864666,-112.16178434850997
7575,696 Walnut Rd,sold,214176,3,3,2222,33.38622768671516,-112.22895848988526
7576,267 Blake Rd,active,280785,5,2,3196,33.500956920659554,-112.32077149938993
7577,377 Geary Trl,active,118490,4,1,1857,33.435539550806894,-112.2044311020698
7578,164 1st Vis,sold,211806,4,2,3609,33.37165329986169,-111.91116603752319
7579,773 Pine Wl,pending,205809,3,3,1633,33.385178933944815,-112.25787043997538
7580,324 Indiana Pl,pending,210572,4,3,2922,33.51071154745759,-112.08958944876741
7581,402 Franklin Way,sold,174239,5,3,1350,33.5046923294133,-112.09185395181875
7582,674 Sutter Rd,active,228666,5,2,1383,33.48449282640778,-112.20223229364643
7583,165 Bush Dv,sold,134913,3,2,2189,33.50755291252148,-112.00571828995886
7584,88 6th Cir,sold,249227,5,3,2504,33.45559203329857,-112.2032778295488
7585,699 5th Vis,sold,149177,2,3,2879,33.49101632690379,-112.30048715052618
7586,137 Wall Cir,pending,255096,5,1,2891,33.532811853458696,-111.93680804335426
7587,295 Franklin Dv,sold,254776,2,2,1504,33.514088224566976,-112.16073844747366
7588,729 Sutter Cir,pending,135382,2,2,2189,33.36571362933869,-112.24423374368551
7589,13 Pine Blvd,sold,146503,2,2,3945,33.57828561519555,-112.28874572882941
7590,637 Post St,pending,259415,3,1,2072,33.54121857718193,-112.2385644912534
7591,349 Indiana Rd,pending,211845,2,2,1650,33.52160193320242,-112.33354964285445
7592,263 Sutter Vis,sold,117358,2,2,3437,33.43506879118941,-112.34799629942323
7593,52 Page Way,active,200619,3,1,2223,33.52540076476863,-112.00390102756074
7594,160 Euclid Trl,pending,177462,5,2,2558,33.49238630983906,-111.99918831117056
7595,516 California Rd,sold,153085,5,1,2123,33.47992163507662,-112.30895596211798
7596,86 Mission Rd,sold,204622,3,1,1373,33.45565528037694,-111.9685534069312
7597,223 Euclid St,pending,280140,4,1,1787,33.562499571687475,-112.24374657993053
7598,452 Bush Way,pending,208708,4,1,3095,33.52371351957218,-112.07499157518791
7599,299 Blake St,pending,289692,5,1,1571,33.47451302947031,-112.2682478403254
7600,392 4th Ave,pending,178794,2,3,4000,33.482496448287435,-112.2034234617055
7601,288 2nd St,pending,289495,3,1,3180,33.55378651940352,-111.9734749462891
7602,249 6th Rd,pending,187770,5,2,3068,33.46524696984761,-112.06356033653567
7603,488 Turk Cir,sold,132821,2,1,1654,33.52659967187155,-112.0822586993328
7604,442 Franklin Blvd,active,246900,2,1,3914,33.5787245249675,-111.90668742400844
7605,261 Pine St,active,125174,4,3,1026,33.43918102669179,-112.04376147919653
7606,419 8th Pl,sold,138369,5,1,3538,33.37174673904702,-112.1651568751992
7607,369 Bush Vis,active,152543,2,2,1441,33.58175310362514,-112.06582429872152
7608,712 Page Cir,active,164206,4,3,3150,33.368481346627696,-112.07563875242296
7609,18 Geary Vis,sold,173496,3,3,1091,33.51370474038426,-111.99142025620057
7610,164 Texas Cir,pending,101742,5,2,1850,33.58428583306247,-112.29449444261047
7611,551 Bush Ave,pending,152616,4,1,1508,33.474005263544896,-112.11870976075352
7612,189 4th Cir,active,199626,5,1,1237,33.39465507548824,-112.11156233622151
7613,32 Bush Ave,active,226097,4,2,1911,33.39183297393727,-112.10035027713192
7614,289 Geary Vis,active,181475,5,3,1854,33.59143140141867,-112.09477557108661
7615,208 Page Blvd,sold,231919,5,2,2814,33.573474493837864,-112.32726213792918
7616,29 7th Rd,pending,205275,4,1,1658,33.55848074697417,-111.87795627552741
7617,755 6th Cir,sold,292053,3,3,3223,33.555508513472574,-111.98086237227393
7618,215 Bush Dv,pending,199267,2,2,1405,33.582997466067994,-111.93242866054365
7619,208 6th Dv,sold,122382,4,2,3812,33.513366796696765,-112.16422914869145
7620,506 9th Cir,sold,288627,4,2,3388,33.46417590608021,-111.93009720156805
7621,532 Geary Wl,pending,234049,3,3,3954,33.548796033071994,-112.19574433914163
7622,350 Euclid Pl,pending,169787,3,2,1805,33.36985777903979,-112.31431726346467
7623,298 2nd Wl,pending,226977,4,2,1486,33.45999127580154,-112.14681867452691
7624,574 8th St,sold,101635,5,2,3570,33.38657974201275,-112.35695872712382
7625,82 7th Wl,active,171982,4,1,1985,33.58807976308087,-112.0377466259297
7626,107 Texas Rd,active,220694,3,2,1729,33.58614075239476,-112.22804686008914
7627,747 4th Trl,sold,149739,2,3,2204,33.37523711077712,-112.19779519057707
7628,271 Page Pl,pending,264904,5,3,1957,33.50472375092388,-112.09906417144785
7629,440 Texas Way,pending,299532,5,3,2360,33.477255776109054,-112.2078674410843
7630,369 California Vis,sold,136570,5,2,1083,33.50753551933351,-112.23859750859027
7631,789 Indiana Cir,active,266467,5,3,2402,33.57321517413141,-112.3147526320819
7632,726 Texas Way,active,276614,4,3,3889,33.53643694996885,-112.16228163720486
7633,348 Bush Way,active,186408,5,1,1628,33.566646217575254,-112.18257527269957
7634,28 Franklin Ave,pending,277291,5,3,2732,33.488757781078064,-112.22724563813256
7635,561 7th Cir,active,299446,3,1,3220,33.57856488479781,-112.21808676796118
7636,738 Post Vis,pending,129100,4,3,1364,33.45429110634099,-111.96359244745184
7637,702 5th Blvd,pending,107992,5,3,2212,33.389607484853805,-112.31053949203346
7638,171 9th Dv,active,186576,4,3,3494,33.3742222845721,-111.91708676416762
7639,242 Walnut Cir,active,107835,3,1,3136,33.58880261919917,-112.35881983929428
7640,601 1st Vis,pending,222050,4,2,1082,33.56008732291722,-111.95291316280527
7641,773 Blake Wl,active,106584,5,1,3068,33.56945540094574,-112.09383139572007
7642,541 9th Rd,sold,258911,3,2,1631,33.43313979782065,-112.22985711576877
7643,561 9th Rd,pending,279707,5,2,2537,33.461739387712335,-112.20680984769602
7644,698 4th Dv,pending,129624,5,2,3219,33.4087286149539,-112.02702621803103
7645,148 California Ave,active,134055,2,1,1512,33.42099963306434,-111.91698890326276
7646,620 5th Pl,sold,254872,3,3,2584,33.548786197042915,-112.33428997338223
7647,147 Geary St,active,165429,2,1,3060,33.50002576908755,-112.25240789566654
7648,132 Post Vis,active,146289,2,2,1322,33.55128174165063,-111.96858789345862
7649,276 Sutter Wl,pending,294017,3,1,3819,33.46631286062904,-112.09445362749175
7650,788 Bush Blvd,sold,155254,4,3,1386,33.50409931431727,-111.9741609589696
7651,248 Franklin Ave,pending,293641,2,1,3822,33.51573847116397,-112.12932488981149
7652,323 2nd Cir,active,202223,4,3,3767,33.52851819755915,-112.12815411110373
7653,400 1st St,sold,114057,5,3,1549,33.41923363713667,-111.94710380321943
7654,673 7th Way,pending,227004,4,1,2741,33.52507583868116,-111.95258244654865
7655,680 Pine Rd,sold,125603,5,3,2071,33.470082136488244,-111.94771958065995
7656,495 3rd St,sold,168959,3,2,1505,33.38139097124753,-112.14705670750423
7657,433 Indiana St,active,269456,2,2,3236,33.45658941628991,-112.03555816417247
7658,641 Mission Way,pending,200489,3,2,2309,33.3644048328719,-112.04367771154324
